Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Leto roc.  stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci
R3;731;8209;POLZELA - PARIZLJE;0;1.050;;;P;;2.000;20;1.845;5;30;40;25;15;20
R3;731;8209;PARIZLJE - BRASLOVCE-M.BRASLOVCE;1.050;3.919;;;P;;1.500;15;1.200;5;90;100;50;20;20
R3;732;8215;PONDOR - TABOR;0;2.388;;;P;;500;2;443;3;21;19;8;2;2
R3;732;8259;TABOR - OJSTRISKA VAS-KAPLA;0;1.645;;;P;;300;1;267;2;12;11;5;1;1
R3;733;5831;VAVTA VAS - DOL.TOPLICE;0;4.560;298;Dolenjske toplice;QLD3; ;3.979;20;3.589;30;200;75;30;11;24
R3;733;5831;DOL.TOPLICE - PODTURN;4.560;6.290;;;P;;1.890;8;1.785;8;50;15;7;8;9
R3;734;4123;CERKVENJAK - VITOMARCI;0;5.733;;;P;;150;1;131;1;6;4;3;2;2
R3;734;4121;VITOMARCI - GABRNIK;0;6.397;;;P;;150;1;131;1;6;4;3;1;3
R3;735;6314;MUTA - VUZENICA;0;445;;;P;;3.000;4;2.918;3;28;15;20;7;5
R3;737;9017;RACE - SIKOLE;0;5.789;399;Podova;QLD6; ;2.165;28;1.949;15;104;21;35;7;6
R3;738;6727;TRZISCE - HOTEMEZ;0;14.480;;;P;;620;1;600;1;7;10;1;0;0
R3;739;6219;JANEZOVSKI VRH - DESTRNIK;0;2.210;;;P;;690;5;616;30;35;1;3;0;0
R3;739;6220;DESTRNIK - GOMILCI;0;1.381;;;P;;250;5;230;4;10;1;0;0;0
R3;740;1398;M.SOBOTA(GAJ) - M.SOBOTA;0;2.772;746;Murska Sobota Gaj;QLD6; ;6.314;40;5.669;56;326;71;69;27;56
R3;741;1489;SKOFIJE MP ;0;478;;;P;;800;6;766;2;17;1;2;2;4
R3;741;0235;MP SKOFIJE  -  SKOFIJE;0;1.000;;;P;;5.000;10;4.937;3;30;10;5;2;3
R3;741;0235;SKOFIJE - R.SKOFIJE;1.000;2.055;686;Spodnje Skofije;QLD3; ;8.165;106;7.793;27;56;120;55;3;5
R3;741;1487;DEKANI - PRIKLJ. LUKA KOPER;0;1.139;;;P;;900;2;888;0;10;0;0;0;0
R3;742;4806;PODPEC - VNANJE GORICE;0;4.390;691;Notranje Gorice;QLD6; ;4.129;47;3.660;32;260;52;53;9;16
R3;742;4806;VNANJE GORICE - BREZOVICA;4.390;6.911;562;Vnanje Gorice;ROCNO;07x1;8.000;22;7.297;30;463;105;59;10;14
R3;744;2346;STORE - LASKA VAS;0;2.210;;;P;;2.000;20;1.915;10;40;10;5;0;0
R3;744;2346;LASKA VAS  -  SVETINA;2.210;8.400;;;P;;700;5;655;10;15;10;5;0;0
R3;744;2346;SVETINA  -  BRSTNIK;8.400;13.600;585;Svetina;ROCNO;07x1;280;6;248;4;12;8;1;1;0
R3;744;2346;BRSTNIK  -  LASKO;13.600;16.958;;;P;;2.100;25;1.543;2;260;150;100;10;10
R3;745;4116;JANEZOVCI - DOLGE NJIVE;0;9.200;;;P;;900;10;880;0;10;0;0;0;0
R3;745;4118;DOLGE NJIVE - SPODNJI DUPLEK;0;7.520;;;P;;900;10;884;0;6;0;0;0;0
R3;746;2407;STARI TRG - LOSKI POTOK;0;11.920;;;P;;100;5;92;0;3;0;0;0;0
R3;747;4120;LENART - SVETA TROJICA;0;3.284;597;Sveta Trojica v Slov. Goricah;ROCNO;09x4;1.193;16;1.089;5;49;22;8;2;2
R3;747;2805;SV. TROJICA - SP.IVANJCI;0;9.498;596;Spodnji Ivanjci - 3;ROCNO;09x4;796;14;676;12;47;28;12;6;1
R3;748;2412;VELIKE LASCE - M SLEVICA;0;3.000;;;P;;100;10;85;0;5;0;0;0;0
R3;748;2412;M.SLEVICA - NOVA VAS;3.000;18.120;;;P;;1.500;15;1.438;2;45;0;0;0;0
R3;749;8616;VOSEK - JUROVSKI DOL;0;8.605;;;P;;700;10;414;20;140;40;16;25;35
R3;749;4109;JUROVSKI DOL - LENART;0;7.164;698;Jurovski Dol;ROCNO;09x4;914;23;811;18;33;21;5;1;2
R3;750;7709;SLOVENSKA VAS - SENTRUPERT;0;2.174;;;P;;800;5;741;20;15;10;5;1;3
R3;751;5507;NIZKA - RECICA OB SAVINJI;0;925;;;P;;1.700;10;1.310;50;150;60;50;30;40
R3;752;7206;ARCLIN - LJUBECNA;0;4.011;740;Arclin;ROCNO;09x4;3.939;68;3.537;4;230;71;19;7;3
R3;752;1403;LJUBECNA - BUKOVZLAK;0;1.887;694;Ljubecna;QLD6; ;3.273;14;2.662;4;292;81;112;37;71
R3;752;7208;BUKOVZLAK - TEHARJE;0;2.101;;;P;;2.100;10;2.043;2;20;10;10;5;0
RT;901;1001;RATECE - PLANICA;0;2.000;;;P;;150;20;115;5;10;0;0;0;0
RT;902;1019;STRMEC - MANGART;0;11.710;537;Mangart;ROCNO;07x1;40;28;12;0;0;0;0;0;0
RT;903;1021;IDRSKO_LIVEK - IDRSKO_LIVEK;0;6.960;39;Livek;ROCNO;05x1;100;2;94;0;4;0;0;0;0
RT;904;1093;JEZERO - ZLATOROG;0;4.200;240;Bohinjsko jezero;ROCNO;08x4;1.500;49;1.300;52;81;10;6;1;1
RT;904;1093;ZLATOROG - SAVICA;4.200;8.200;;;P;;270;3;259;6;1;1;0;0;0
RT;905;1095;GORJE - KRNICA;0;2.160;;;P;;2.050;11;1.926;27;49;29;5;1;2
RT;905;1096;KRNICA - ZATRNIK;0;4.000;236;Krnica;ROCNO;06x4;770;15;694;3;45;8;3;1;1
RT;905;1096;ZATRNIK - MRZLI STUDENEC;4.000;9.181;5;Mrzli studenec 1;ROCNO;07x1;530;25;463;3;7;7;4;10;11
RT;905;1097;MRZLI STUDENEC - JEREKA;0;16.392;7;Mrzli studenec 2;ROCNO;07x1;120;4;94;4;4;4;0;3;7
RT;906;1100;MRZLI STUD. - RUDNO POLJE;0;6.100;8;Mrzli studenec 3;ROCNO;07x1;510;22;458;2;6;1;4;7;10
RT;907;1101;KRNICA - ZG.RADOVNA;0;11.756;4;Fuzine;ROCNO;07x1;190;5;170;0;7;6;2;0;0
RT;907;1102;ZG.RADOVNA - DOVJE;0;6.400;;;P;;230;1;213;6;5;3;0;1;1
RT;908;1383;KRAJE - MOJSTRANA;0;2.000;;;P;;1.100;10;974;40;40;30;6;0;0
RT;908;1383;MOJSTRANA - VRATA;2.000;11.600;;;P;;200;0;188;4;4;4;0;0;0
RT;909;1125;BOH.BISTRICA - VRESJE;0;8.260;253;Nemski Rovt;ROCNO;08x4;660;30;586;1;29;2;1;4;7
RT;909;1128;VRESJE - SORICA;0;9.342;;;P;;150;2;139;2;5;2;0;0;0
RT;909;1129;SORICA - PETROVO BRDO;0;4.250;540;Petrovo brdo 3;ROCNO;07x1;200;46;141;0;10;0;3;0;0
RT;910;1130;SORICA - PODROST;0;5.339;541;Spodnja Sorica;ROCNO;07x1;430;50;343;13;11;8;0;2;3
RT;911;1123;RUDNO - ROVTARICA;0;11.510;545;Rudno 3;ROCNO;07x1;350;2;314;0;21;3;3;3;4
RT;911;1124;ROVTARICA - VRESJE;0;7.789;;;P;;15;0;13;0;2;0;0;0;0
RT;912;7302;ZALI LOG - DAVCA;0;7.856;;;P;;410;15;384;3;3;3;2;0;0
RT;912;7350;DAVCA - NOVAKI;0;3.065;;;P;;520;10;489;4;10;4;3;0;0
RT;912;3105;NOVAKI - CERKNO;0;10.153;;;P;;720;15;674;6;15;6;4;0;0
RT;913;6105;POSTOJNA - MOTEL ERAZEM;0;6.130;701;Veliki Otok;QLD6; ;1.777;3;1.649;7;86;11;7;7;7
RT;913;6101;ERAZEM - VRHI;0;865;;;P;;300;6;276;4;8;2;0;2;2
RT;913;6110;VRHI - BUKOVJE;0;1.940;;;P;;200;4;184;3;5;2;0;1;1
RT;913;6109;BUKOVJE - PREDJAMA;0;1.487;;;P;;150;3;138;3;4;1;0;1;0
RT;914;1372;POSTOJNA - RAKOV.SKOC.;0;4.081;;;P;;1.500;21;1.226;44;119;68;12;4;6
RT;914;2402;RAKOV SKOCJAN - PODSKRAJNIK;0;7.085;152;Zelse;ROCNO;09x4;162;6;140;1;8;5;1;1;0
RT;915;1376;IL.BISTRICA - GRDA DRAGA;0;21.260;519;Ilirska Bistrica;ROCNO;07x1;450;5;410;0;4;10;19;2;0
RT;915;2427;GRDA DRAGA -  PUDOB;0;28.100;498;Kozarisce;ROCNO;08x1;70;6;59;0;0;0;0;2;3
RT;916;3653;DRAGARJI - MEDVEDJEK-DRAGA;0;17.209;;;P;;30;1;26;1;2;0;0;0;0
RT;917;3602;KOCEVJE - ZELJNE;0;2.923;;;P;;820;2;764;2;30;10;10;1;1
RT;917;3621;ZELJNE - ROG-BAZA-PODTURN;0;28.884;467;Zeljne;ROCNO;09x1;362;3;333;0;18;5;0;3;0
RT;918;3652;KOT - GRGELJ;0;12.314;588;Dol pri Pregradu;ROCNO;08x1;200;10;178;1;11;0;0;0;0
RT;918;3617;GRGELJ - FARA;0;11.100;749;Fara;ROCNO;09x1;83;6;73;0;4;0;0;0;0
RT;919;1341;PODZEMELJ - DOLENJCI;0;9.450;372;Krasinec;ROCNO;09x4;935;5;875;5;31;15;2;1;1
RT;919;1466;ZUNICI - VINICA;0;10.340;373;Vinica 1;ROCNO;09x4;617;10;546;10;27;22;1;0;1
RT;919;1343;VINICA - STARI TRG;0;20.220;374;Vinica 2;ROCNO;05x1;200;5;184;5;6;0;0;0;0
RT;920;5899;VAHTA - GABRJE;0;22.745;;;P;;30;1;27;0;1;0;1;0;0
RT;921;4306;KANDRSE - VACE-SP.HOTIC;0;7.616;181;Vace;ROCNO;08x4;810;14;736;3;43;8;5;0;1
RT;922;1455;GRAD - KRVAVEC;0;2.433;496;Cerklje;ROCNO;05x4;930;4;874;6;30;8;6;1;1
RT;923;1087;STAHOVICA - KAM.BISTRICA;0;8.210;;;P;;100;1;92;1;2;3;1;0;0
RT;924;3559;PODLOM - KR.RAK;0;4.540;169;Kalise;ROCNO;08x4;360;4;336;0;15;2;2;0;1
RT;924;3559;KR.RAK - LUCE;4.540;15.971;;;P;;300;2;287;0;7;4;0;0;0
RT;926;5501;SOLCAVA - PODOLSEVA-SLEME;0;10.425;;;P;;40;0;36;1;1;1;1;0;0
RT;926;6519;SLEME - KOPRIVNA;0;5.917;;;P;;50;0;44;1;2;1;2;0;0
RT;926;6506;KOPRIVNA - CRNA;0;7.980;477;Pristava;ROCNO;08x4;350;4;314;4;11;6;8;1;2
RT;927;5502;ZIBOVT - SV.DUH-PODOLSEVA;0;10.345;;;P;;40;0;36;1;1;1;1;0;0
RT;928;1253;MOZIRJE - GOLTE;0;4.350;;;P;;520;26;479;4;4;4;3;0;0
RT;929;1332;SP.HOCE - ZG.HOCE;0;3.300;;;P;;6.000;25;4.945;40;300;250;200;100;140
RT;929;1332;ZG. HOCE - POHORSKA VZPENJACA;3.300;16.575;495;Hocko Pohorje;QLD5; ;1.403;26;1.247;16;69;19;22;1;3
RT;929;1409;ODCEP ZA AREH - ODCEP ZA AREH;0;4.950;;;P;;510;4;469;10;15;7;5;0;0
RT;929;7070;AREH - LUKANJA;0;20.920;;;P;;40;0;34;0;2;2;2;0;0
RT;930;7065;PESEK - OPLOTNICA;0;18.820;;;P;;150;0;131;3;4;4;4;2;2
RT;931;1354;RIBNICA - RIBNISKA KOCA;0;9.710;;;P;;120;0;114;2;2;1;1;0;0
RT;932;6924;SL.GRADEC - SPOLE;0;4.500;;;P;;1.260;3;1.223;4;19;11;0;0;0
RT;932;6924;SPOLE - PUNGART;4.500;15.352;;;P;;220;0;215;0;3;2;0;0;0
RT;933;1193;BREG  -  LISCA;0;4.650;454;Breg 1;ROCNO;09x4;497;9;445;2;19;17;4;0;1
RT;933;1193;LISCA - JURKLOSTER;4.650;12.186;287;Jurkloster;ROCNO;06x4;270;9;218;11;15;10;5;1;1
RT;934;6838;SEZANA - LIPICA;0;3.494;57;Sezana 2;QLD5; ;2.615;58;2.426;11;51;49;9;8;3
RT;934;6840;LIPICA - LOKEV;0;4.139;75;Lokev 2;ROCNO;05x4;1.200;8;1.090;6;60;20;8;3;5
RT;935;9042;FRAM - CESTNIK-AREH;0;13.900;;;P;;50;0;48;1;1;0;0;0;0
RT;936;1063;COL - PREDMEJA;0;14.523;223;Malo Polje;ROCNO;04x1;600;0;562;3;30;3;2;0;0
RT;937;8710;BRESTRNICA - GAJ-SV. JURIJ;0;14.162;;;P;;50;0;47;0;1;2;0;0;0
RT;938;2503;CERMOSNJICE - KOMARNA V.-GRICICE;0;6.317;;;P;;50;3;44;0;2;1;0;0;0
RT;939;3815;PREDDVOR -;0;1.210;;;P;;2.500;25;2.160;10;250;35;15;3;2
RT;940;1018;MATAVUN - VREME;0;3.707;207;Vreme;ROCNO;04x1;630;5;569;3;2;20;25;2;4
RT;940;3214;ZAVRHEK - ARTVIZE ;0;14.830;589;Zavrhek;ROCNO;08x1;600;1;528;4;50;0;12;2;3
RT;940;3214;ARTVIZE - PREGARJE;14.830;23.588;593;Pregarje-4;ROCNO;08x1;240;1;218;1;16;2;0;1;1
RT;940;3213;PREGARJE - HARIJE;0;7.696;;;P;;510;9;466;1;27;2;3;1;1
RT;941;1541;VIDEM - RADENCI;0;7.399;343;Okoslavci;ROCNO;09x4;1.132;14;994;9;66;32;12;2;3
