Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Tip pr. odseka;Tip avt. stevca;Leto roc. stetja;Ime stevnega mesta;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lahka tov. < 3t;Sr. tov.  3-7t;Tez. tov. nad 7t;Tov. s prik.;ZAPORED
R3;614;1049;KOMEN-STANJEL;0;8.815;216;O;;01x4;STANJEL;878;14;773;7;48;24;7;5;712
R3;614;1050;STANJEL-MANCE;0;11.750;217;O;;01x4;MANCE;1.000;9;904;4;51;21;9;2;713
R3;615;5736;TRI HISE-PRIKLJUCEK VOGRSKO;0;2.850;816;P;;;;4.500;11;3.587;12;176;155;74;485;714
R3;615;5736;PRIKL.  VOGRSKO-VOLCJA DRAGA;2.850;6.257;208;P;;;;1.800;7;1.554;27;125;51;18;18;714
R3;615;5740;VOLCJA DRAGA-RENCE;0;3.200;208;P;;;;5.500;21;4.751;80;381;157;55;55;715
R3;615;5740;RENCE-KRIZ. CIJAN;3.200;4.975;208;P;;;;3.500;13;3.023;51;243;100;35;35;715
R3;616;1056;GORJANSKO-KLARICI;0;10.185;422;O;;01x4;BRESTOVICA;290;3;260;2;19;5;1;0;716
R3;617;1054;KOMEN-GORJANSKO;0;3.170;218;O;;00x4;KOMEN;1.200;14;1.096;6;53;21;9;1;717
R3;617;1055;GORJANSKO-ZEKENC;0;2.990;218;P;;;;300;3;276;1;13;5;2;0;718
R3;618;6807;BRANIK-KOMEN;0;7.725;457;O;;00x4;TOMACEVICA;800;12;721;1;38;21;7;0;719
R3;618;6805;KOMEN -KRAJNA VAS;0;8.215;458;O;;00x4;GABROVICA;1.000;10;906;6;46;27;5;0;720
R3;618;6804;KRAJNA VAS-DUTOVLJE;0;2.320;458;P;;;;900;9;814;5;42;25;5;0;721
R3;619;1025;DUTOVLJE-REPENTABOR;0;5.365;419;O;;01x4;DUTOVLJE - REPENT.;1.443;10;1.315;5;61;22;28;2;722
R3;620;6831;STORJE-STANJEL;0;11.440;453;O;;01x4;PONIKVE;704;8;621;5;42;21;5;2;723
R3;621;1412;KALCE-PODKRAJ;0;15.000;497;O;;01x4;HRUSICA;1.122;11;947;4;98;46;8;8;724
R3;621;1412;PODKRAJ-COL;15.000;20.130;497;P;;;;1.200;11;1.015;4;105;49;8;8;724
R3;622;6845;DIVACA-GORICE;0;3.850;59;O;;00x1;VREMSKI BRITOF 1;1.600;12;1.339;6;99;92;32;20;725
R3;622;6848;GORICE-KOSANA-KAL;0;16.245;80;O;;00x1;VREMSKI BRITOF 2;450;0;378;0;41;17;9;5;726
R3;623;3718;KASTELEC-PODGORJE;0;11.198;505;O;;97x1;PODGORJE;100;0;96;2;2;0;0;0;727
R3;624;3721;LOKA-PODPEC-RAKITOVEC;0;14.595;501;O;;97x1;RAKITOVEC;80;5;71;2;0;2;0;0;728
R3;625;1061;BERTOKI-DVORI;0;7.500;221;O;QLD3;01x4;VRTINE;4.106;35;3.689;11;151;86;129;5;729
R3;625;1061;DVORI-GRACISCE;7.500;14.300;221;P;;;;500;4;467;1;19;3;6;0;729
R3;626;3726;GRACISCE-BREZOVICA;0;8.666;732;O;;97x1;BREZOVICA;50;2;48;0;0;0;0;0;730
R3;627;3716;CRNI KAL - OSP;0;4.590;505;P;;;;300;0;288;6;6;0;0;0;731
R3;628;1427;MLINI-SECOVLJE;0;3.050;702;O;;02x4;DRAGONJA;2.859;38;2.572;19;163;51;15;1;732
R3;629;1381;VALETA-PIRAN;0;4.090;120;P;;;;9.100;25;8.562;25;242;158;48;40;733
R3;630;1069;PREM-OBROV;0;18.696;226;O;;97x4;PREM;300;6;277;3;8;6;0;0;734
R3;630;1070;OBROV-GOLAC;0;8.650;505;P;;;;75;0;71;2;2;0;0;0;735
R3;631;3223;STAROD-MEJA RH;0;3.005;505;P;;;;4;0;4;0;0;0;0;0;736
R3;632;1378;IL.BISTRICA-ZABICE;0;9.570;396;O;;x;VRBOVO;2.400;5;2.285;19;56;20;9;6;737
R3;632;1378;ZABICE-NOVOKRACINE;9.570;17.660;396;P;;;;150;0;144;1;3;1;1;0;737
R3;632;3224;JELSANE-NOVOKRACINE;0;3.441;505;P;;;;150;0;144;3;3;0;0;0;738
R3;633;1099;BITNJE-JEREKA;0;1.934;239;O;;99x1;JEREKA;1.800;8;1.666;53;37;28;1;7;739
R3;633;1098;JEREKA-JEZERO;0;6.800;239;P;;;;1.800;8;1.666;53;37;28;1;7;740
R3;634;1104;JAVORNIK-GORJE;0;8.060;241;O;;02x4;KOCNA;1.714;25;1.572;7;82;22;4;2;741
R3;634;1094;GORJE-BLED;0;3.430;235;O;;02x4;BLED - SP. GORJE;6.347;60;5.833;75;268;72;21;18;742
R3;635;1121;LESCE-K.GORICA-LIPNICA;0;11.160;250;O;;02x4;KAMNA GORICA 1;1.997;47;1.662;26;81;38;90;53;743
R3;635;1122;LIPNICA-KROPA;0;2.000;251;O;;02x4;KAMNA GORICA 2;1.170;14;1.052;35;45;17;5;2;744
R3;635;1122;KROPA-RUDNO;2.000;15.150;253;P;;;;200;0;180;0;9;0;0;11;744
R3;635;1127;RUDNO-CESNJICA;0;2.270;253;P;;;;180;0;162;0;8;0;0;10;745
R3;636;1126;LIPNICA-PODTABOR;0;9.500;254;O;;02x4;KAMNA GORICA 3;1.876;15;1.577;21;84;40;89;50;746
R3;636;1126;PODTABOR-ZVIRCE;9.500;11.200;254;P;;;;850;3;715;12;35;17;47;21;746
R3;637;0368;HRUSICA-JESENICE;0;3.000;631;P;;;;7.200;45;6.686;159;153;122;17;18;747
R3;637;0368;JESENICE-JAVORNIK;3.000;6.370;631;P;;;;13.000;82;12.069;288;276;221;32;32;747
R3;637;0206;JAVORNIK-ZIROVNICA;0;5.050;631;P;;;;5.000;31;4.642;111;107;85;12;12;748
R3;637;1459;ZIROVNICA-VRBA;0;3.580;631;P;;;;4.000;26;3.713;88;85;68;10;10;749
R3;638;1131;ZIROVNICA-BEGUNJE;0;6.290;256;O;;02x4;BEGUNJE 1;1.682;22;1.554;22;65;14;4;1;750
R3;638;1132;BEGUNJE-BISTRICA(TRZIC);0;10.420;257;O;;00x4;BEGUNJE 2;600;10;557;7;22;2;2;0;751
R3;639;1141;LJ(SENTVID-SMARTNO);0;3.000;260;P;;;;11.000;107;10.189;67;317;230;53;37;752
R3;639;1141;LJ(SMARTNO)-VODICE;3.000;10.800;260;O;;02x4;SMARTNO;2.453;16;2.282;16;94;29;9;7;752
R3;639;1142;VODICE-SP.BRNIK;0;5.100;261;O;;02x4;VODICE;6.232;35;5.703;12;355;92;19;16;753
R3;639;1143;SP.BRNIK-CERKLJE;0;4.500;496;P;;;;3.600;19;3.422;19;73;37;26;4;754
R3;640;1373;RAKEK-LOGATEC;0;14.140;392;O;;01x4;LAZE;1.052;11;906;23;62;36;7;7;755
R3;641;1369;LJUBLJANICA-POL.GRADEC;0;9.100;389;P;;;;286;0;260;3;9;9;4;1;756
R3;641;1369;POL.GRADEC-DOBROVA;9.100;19.500;389;O;;99x1;DVOR;2.000;2;1.806;25;64;63;34;6;756
R3;641;1369;DOBROVA-LJ(DOLGI MOST);19.500;23.645;389;P;;;;5.000;5;4.518;62;159;156;85;15;756
R3;642;1146;VRHNIKA-PODPEC;0;16.795;265;O;;99x1;PODPEC;2.000;7;1.846;21;84;28;10;4;757
R3;642;1147;PODPEC-IG;0;8.960;266;O;;99x1;JEZERO;1.200;19;1.101;7;37;18;7;11;758
R3;642;1150;IG;0;820;266;P;;;;3.500;55;3.212;20;108;53;20;32;759
R3;642;1360;IG-LJ(PERUZZIJEVA);0;7.280;383;O;;99x1;BARJE;8.400;21;7.764;49;325;90;113;38;760
R3;643;1436;PODPEC-RAKITNA;0;11.200;700;O;;02x4;KAMNIK;984;15;908;15;34;7;4;1;761
R3;643;1362;RAKITNA-CERKNICA;0;18.300;700;P;;;;264;5;236;6;8;6;2;1;762
R3;644;1356;LJ(SMARTIN.)-SENTJAKOB;0;3.810;380;O;;97x12;SNEBERJE;11.790;19;11.145;27;296;192;68;43;763
R3;644;1357;SENTJAKOB-DOMZALE;0;6.180;381;O;;97x1;PODGORICA;12.340;54;11.803;9;256;156;39;23;764
R3;644;1358;DOMZALE-DUPLICA;0;6.090;382;O;;97x1;NOZICE;8.700;15;8.425;31;108;66;39;16;765
R3;645;1188;LJ(LITIJSKA)-ZADVOR;0;2.672;165;P;;;;4.000;26;3.859;33;57;19;4;2;766
R3;645;1189;ZADVOR-SMARTNO/LITIJI;0;26.750;437;O;;02x4;BESNICA;1.213;9;1.121;3;49;19;12;0;767
R3;646;1194;SKOFLJICA - SMARJE-SAP;0;3.700;288;P;;;;600;10;497;12;48;23;4;6;768
R3;646;1443;SMARJE-SAP - CIKAVA;0;2.800;288;O;;02x4;SMARJE-SAP;3.438;31;3.038;64;211;61;20;13;769
R3;646;1444;CIKAVA - GROSUPLJE;0;2.000;273;O;;02x4;CIKAVA;10.163;40;9.031;110;610;217;52;103;770
R3;646;1195;GROSUPLJE-IVANCNA GOR.;0;13.930;289;P;;;;1.036;3;931;3;47;26;26;0;771
R3;646;1196;IVANCNA GORICA(STUDENEC)-GRM;0;6.065;289;O;QLD6;98x1;IVANCNA GORICA;8.453;32;7.526;24;413;194;118;146;772
R3;646;1197;GRM-PLUSKA;0;8.440;289;P;;;;735;2;662;2;32;20;7;10;773
R3;647;1172;PEROVO-GROSUPLJE;0;1.480;275;P;;;;6.200;68;5.685;83;216;121;9;18;774
R3;647;1151;GROSUPLJE;0;250;275;P;;;;8.300;91;7.611;111;289;162;12;24;775
R3;647;1173;GROSUPLJE-MLACEVO;0;2.350;275;O;;02x4;VELIKO MLACEVO 1;5.391;29;4.921;39;255;79;33;35;776
R3;647;1174;MLACEVO-PLESIVICA;0;3.230;276;O;;02x4;VELIKO  MLACEVO 2;2.867;21;2.623;12;144;41;17;9;777
R3;647;1174;PLESIVICA-KRKA;3.230;15.230;276;P;;;;257;3;238;2;9;3;1;1;777
R3;647;1368;MLACEVO-VIDEM;0;12.000;388;O;;02x4;VELIKO MLACEVO 3;2.826;24;2.564;24;124;46;18;26;778
R3;647;1368;VIDEM-RASICA;12.000;19.115;388;P;;;;1.500;30;1.383;12;42;26;4;3;778
R3;648;2912;VIDEM-PRI CERKVI STRUGE;0;10.392;461;P;;;;300;0;275;3;13;9;0;0;779
R3;648;3601;PRI CERKVI STRUGE-ZVIRCE;0;4.800;461;O;;00x1;ZVIRCE 1;200;0;183;2;9;6;0;0;780
R3;648;3601;ZVIRCE-SMUKA;4.800;14.695;463;O;;00x1;ZVIRCE 3;150;0;134;2;9;5;0;0;780
R3;649;2915;ZAGRADEC-AMBRUS-ZVIRCE;0;11.150;462;O;;00x1;ZVIRCE 2;100;0;94;0;5;1;0;0;781
R3;650;1159;ZUZEMBERK-PLUSKA;0;13.840;269;O;;00x1;ZUZEMBERK 1;1.100;13;922;81;49;21;4;10;782
R3;650;1160;PLUSKA-TREBNJE(STEFAN);0;2.000;269;P;;;;1.400;16;1.173;103;63;27;5;13;783
R3;650;1161;TREBNJE(STEFAN)-TREBNJE;0;1.800;270;P;;;;4.000;10;3.569;23;203;88;52;55;784
R3;651;1198;TREBNJE-NM(BRSLJIN-OBVOZNICA);0;16.090;290;O;;00x1;JABLAN;2.500;13;2.279;9;132;50;12;5;785
R3;652;1457;MORAVCE-CATEZ;0;6.200;283;O;;02x4;VELIKA LOKA;2.209;10;1.914;7;142;69;35;32;786
R3;652;1457;CATEZ-TREBNJE;6.200;15.470;282;P;;;;400;2;376;2;7;8;5;0;786
R3;653;1363;SODRAZICA-HRIB;0;11.150;385;O;;98x1;TRAVNA GORA;700;6;623;6;33;29;2;1;787
R3;653;1364;HRIB-PODPLANINA;0;18.860;506;O;;97x1;MP PODPLANINA;60;0;60;0;0;0;0;0;788
R3;654;3611;STALCERJI-KOC. REKA;0;5.835;465;O;;00x1;KOCEVSKA REKA;820;0;737;12;35;10;11;15;789
R3;655;6643;DOL. VAS - GOTEN. - KOC. REKA;0;16.525;162;O;;00x1;GRCARICE;550;0;477;8;34;9;11;11;790
R3;656;3651;KOCEVSKA REKA-BOROVEC;0;5.965;468;P;;;;200;5;174;4;17;0;0;0;791
R3;656;3619;BOROVEC - DRAGARJI;0;4.000;468;P;;;;50;1;44;1;4;0;0;0;792
R3;656;3650;DRAGARJI-OSILNICA;0;10.310;468;P;;;;0;0;0;0;0;0;0;0;793
R3;657;3610;PETRINA-GRIVAC-MIRTOVICI;0;11.325;468;P;;;;350;10;301;6;31;1;1;0;794
R3;657;1345;BOSLJIVA LOKA-OSILNICA;0;9.520;445;O;;x;OSILNICA;350;6;289;7;23;6;19;0;795
R3;658;2517;DOBLICE-SV.ANA-STARI TRG;0;9.865;468;O;;00x1;STARI TRG;550;15;475;10;48;1;1;0;796
R3;658;1450;STARI TRG;0;1.130;452;P;;;;560;2;484;17;38;12;1;6;797
R3;658;1433;STARI TRG-BREZOVICA;0;8.464;452;O;;00x1;STARI TRG;500;2;430;16;34;11;1;6;798
R3;659;3616;STARI TRG-KOT;0;3.710;452;P;;;;250;1;214;8;17;6;1;3;799
R3;659;2515;KOT-SODEVCI;0;780;509;O;;x;MP SODEVCI;50;0;48;0;2;0;0;0;800
R3;660;1179;CRNOMELJ-ADLESICI;0;9.810;281;O;;00x1;DOLENJCI 1;950;13;866;22;38;5;5;1;801
R3;660;1342;ADLESICI-VRHOVCI;0;3.680;451;O;;00x1;DOLENJCI 2;1.050;5;996;15;24;6;2;2;802
R3;660;1342;VRHOVCI-ZUNICI;3.680;8.730;451;P;;;;400;2;379;6;9;2;1;1;802
R3;660;1342;ZUNICI-MP ZUNICI;8.730;9.390;508;O;;x;MP ZUNICI;100;0;95;0;5;0;0;0;802
R3;661;1210;MEJA RH-DRASICI;0;5.000;301;O;;00x1;DRASICI;1.750;8;1.648;11;52;19;10;2;803
R3;661;1210;DRASICI-METLIKA;5.000;9.500;301;P;;;;2.500;12;2.354;15;75;27;14;3;803
R3;662;5407;METLIKA-RADOVICI;0;3.000;301;P;;;;1.600;7;1.506;10;48;18;9;2;804
R3;662;5407;RADOVICI-MP BOZAKOVO;3.000;8.130;525;O;;x;MP BOZAKOVO;100;0;92;0;7;1;0;0;804
R3;663;5401;BUSINJA VAS-RADOVICA;0;4.594;469;P;;;;200;4;165;1;10;11;9;0;805
R3;663;5404;RADOVICA-OSTRIZ;0;3.500;525;P;;;;100;0;92;0;7;1;0;0;806
R3;664;2501;GABER- URSNA SELA-NOVO MESTO;0;22.200;164;O;;00x1;BIRCNA VAS;1.600;6;1.513;11;44;17;5;4;807
R3;665;1191;VEL. REKA-SOPOTA;0;15.100;285;P;;;;239;2;219;2;8;6;1;1;808
R3;665;1191;SOPOTA-RADECE;15.100;28.050;285;O;;01x1;JAGNJENICA;1.860;10;1.713;15;64;44;7;7;808
R3;666;8115;SOPOTA-PODKUM-ZAGORJE;0;10.370;703;O;;x;ZAGORJE 3;750;1;691;9;18;26;1;4;809
R3;667;1385;ZBURE-MACKOVEC;0;13.820;402;O;;98x1;DRUZINSKA VAS;3.400;13;3.256;28;27;66;6;4;810
R3;668;5846;GABRJE-RATEZ;0;5.581;402;P;;;;500;2;445;22;19;10;1;1;811
R3;669;1202;DOBRUSKA V.-SENTJERNEJ;0;6.150;293;O;;98x1;SENTJERNEJ;2.800;11;2.618;16;72;46;29;8;812
R3;670;1244;BIZELJSKO - ORESJE;0;5.260;435;O;;00x1;MP BIZELJSKO;620;3;600;2;14;0;1;0;813
R3;671;2237;KRIZAJ-PODBOCJE-SUTNA;0;3.975;191;O;;99x1;PODBOCJE;500;3;441;9;8;10;28;1;814
R3;671;3921;SUTNA-PLANINA/PODBOCJU;0;10.225;402;P;;;;15;0;13;1;1;0;0;0;815
R3;672;1337;IMPOLJCA-ZAVRATEC;0;4.900;369;P;;;;1.000;2;907;20;45;23;2;1;816
R3;672;1338;ZAVRATEC-SMEDNIK;0;9.120;369;O;;01x1;RAKA;533;1;484;11;24;12;1;0;817
R3;672;3927;SMEDNIK-ZAMESKO-KOSTANJEVICA;0;9.261;183;O;;99x1;SMEDNIK;750;2;635;14;36;34;17;12;818
R3;673;1340;DRNOVO-KRIZAJ;0;5.245;371;O;;99x1;KRIZAJ 2;2.700;10;2.446;23;100;68;33;20;819
R3;674;1384;ZAVRATEC-SKOCJAN;0;10.760;401;O;;98x1;SKOCJAN 2;900;0;812;12;42;17;11;6;820
R3;675;1207;CATEZ OB SAVI-JESENICE;0;9.500;184;O;;99x1;RIBNICA;1.600;15;1.523;12;46;2;1;1;821
R3;675;1207;JESENICE-MP SLOVENSKA VAS;9.500;10.970;677;O;SBH;x;MP SLOVENSKA VAS;3.497;6;3.231;24;116;65;33;22;821
R3;676;2204;SP. POHANCA-KAPELE;0;10.120;471;O;;00x1;ARTICE;2.000;6;1.846;29;73;27;5;14;822
R3;676;2212;KAPELE;0;1.028;471;P;;;;2.000;6;1.846;29;73;27;5;14;823
R3;676;2216;KAPELE-RAKOVEC;0;2.515;513;O;;x;MP RAKOVEC;100;1;92;0;7;0;0;0;824
R3;677;2203;MP  NOVA VAS-PISECE;0;6.019;515;O;;x;MP NOVA VAS;100;0;94;0;6;0;0;0;825
R3;677;2202;PISECE-ZG.POHANCA-KRSKO;0;17.355;185;O;;99x1;ZG. POHANCA;800;7;769;2;19;2;1;0;826
R3;678;2215;ST.VAS-FIGAROV MOST;0;755;514;O;;x;MP STARA VAS;100;0;96;0;4;0;0;0;827
R3;679;1192;RADECE-BREG;0;5.700;286;O;;99x1;LOKA;1.000;2;951;6;30;10;1;0;828
R3;679;3909;BREG-SEVNICA;0;8.100;709;O;;99x1;BREG;1.100;1;1.052;4;33;9;0;1;829
R3;679;3909;SEVNICA-BLANCA;8.100;16.800;715;O;;01x1;SEVNICA;2.670;8;2.521;21;91;23;6;0;829
R3;679;3909;BLANCA-BRESTANICA;16.800;22.097;713;O;;01x1;BRESTANICA;1.850;3;1.714;16;68;36;5;8;829
R3;680;1223;SMARJETA-JURKLOSTER;0;15.040;310;P;;;;600;2;522;6;26;20;8;16;830
R3;680;1224;JURKLOSTER-DEZNO;0;6.600;313;P;;;;260;2;226;5;15;8;2;2;831
R3;681;4005;LASKO;0;124;313;P;;;;9.100;69;7.961;167;508;282;63;50;832
R3;681;4006;LASKO-BREZE-SENTJUR;0;20.155;187;O;;00x1;SENTRUPERT;350;2;333;4;6;5;0;0;833
R3;681;7233;SENTJUR(PODGORA-NOVA V);0;1.271;287;P;;;;1.500;44;1.348;36;64;8;0;0;834
R3;682;1441;LOKE-LEDINSCICA;0;10.080;312;O;;01x1;LEDINSCICA;270;1;249;2;12;6;0;0;835
R3;683;1169;PILSTAJN-GOLOBINJEK;0;10.225;274;O;;01x1;LESICNO;1.100;21;1.019;14;27;14;4;1;836
R3;683;1414;IMENO-MP IMENO;0;1.015;415;O;;00x4;MP IMENO;300;0;290;1;9;0;0;0;837
R3;684;7460;PRELASKO-BUCE-KOZJE;0;7.384;274;P;;;;800;16;740;10;20;10;3;1;838
R3;685;7495;TEKACEVO-ROGASKA SLATINA;0;4.114;136;P;;;;6.000;27;5.375;46;209;178;54;111;839
R3;685;7450;RODNE-MP RAJNKOVEC;0;1.733;517;O;;x;MP RAJNKOVEC;300;1;287;8;4;0;0;0;840
R3;686;1278;TEPANJE-ZICE;0;3.750;317;P;;;;1.400;0;1.259;83;45;9;4;0;841
R3;686;1279;ZICE-KARTUZIJA;0;6.900;317;P;;;;66;0;60;4;2;0;0;0;842
R3;686;1279;KARTUZIJA-DRAMLJE;6.900;14.350;317;P;;;;50;0;45;3;2;0;0;0;842
R3;687;7207;DOLE-PONIKVA-LOCE;0;14.270;135;O;;00x1;HOTUNJE;2.250;25;2.027;8;127;56;6;1;844
R3;688;1231;SLOV.KONJICE-ZICE;0;4.840;317;P;;;;1.500;0;1.348;89;48;10;5;0;845
R3;688;1418;ZICE;0;670;317;P;;;;3.200;0;2.877;190;102;20;11;0;846
R3;688;1232;ZICE-POLJCANE;0;9.500;317;O;;02x4;ZICE;3.772;20;3.368;41;201;97;25;20;847
R3;688;1233;POLJCANE-MAJSPERK;0;16.270;318;O;;02x4;MAKOLE;1.893;10;1.703;25;88;35;24;8;848
R3;689;6252;PODLEHNIK-KOZMINCI;0;3.700;481;P;;;;500;4;445;7;24;17;1;2;849
R3;689;6260;KOZMINCI-ROGATEC;0;15.389;481;O;;00x4;ZETALE;500;4;445;7;24;17;1;2;850
R3;690;1234;MAJSPERK-JUROVCI;0;12.605;145;O;;00x4;STOGOVCI;380;0;334;9;17;9;10;1;851
R3;690;1235;TRZEC-VIDEM;0;4.500;521;P;;;;900;8;722;22;135;13;0;0;852
R3;690;1235;VIDEM-ZG. LESKOVEC;4.500;15.775;521;O;;97x1;MP LESKOVEC;200;2;160;5;30;3;0;0;852
R3;691;6251;ZAVRC-DRENOVEC;0;7.280;520;P;;;;98;0;91;2;4;1;0;0;853
R3;692;6223;BORL-MP MEJE;0;7.436;520;O;;97x1;MP MEJE;300;0;285;2;11;2;0;0;854
R3;693;2302;STRMEC-SOCKA-VITANJE;0;10.320;377;P;;;;1.000;0;901;11;46;24;7;11;855
R3;694;1268;VELENJE-POLZELA;0;12.000;326;O;;99x4;ZALOZE;2.000;8;1.775;11;83;75;32;16;856
R3;694;1268;POLZELA-DOBRTESA VAS;12.000;15.510;326;P;;;;3.800;15;3.373;21;158;142;61;30;856
R3;695;8208;POLZELA;0;724;326;P;;;;2.000;8;1.775;11;83;75;32;16;857
R3;695;7951;POLZELA-RECICA;0;5.410;326;P;;;;800;3;711;4;33;30;13;6;858
R3;695;1458;GORENJE-SOTESKA;0;2.710;326;P;;;;1.500;6;1.332;8;62;56;24;12;859
R3;696;7912;VELENJE-SKALE;0;6.538;322;P;;;;1.500;7;1.386;6;71;20;9;1;860
R3;696;7919;PLESIVEC-GRASKA  G.-SMIKLAVZ;0;10.710;322;P;;;;400;2;371;1;19;5;2;0;861
R3;696;6904;SL.GRADEC-MISL.DOBRAVA;0;10.440;322;P;;;;500;2;462;2;24;7;3;0;862
R3;697;5514;NAZARJE-GORNJI GRAD;0;14.082;175;O;;00x1;SMARTNO OB DRETI;1.350;4;1.286;26;11;22;0;1;863
R3;698;6505;MEZICA-REHT;0;2.725;552;O;;01x1;MP MEZICA;250;2;245;0;3;0;0;0;864
R3;699;1263;DRAVOGRAD-CRNECE;0;2.500;672;P;;;;400;19;370;2;1;8;0;0;865
R3;699;1263;CRNECE-MP LIBELICE;2.500;8.800;672;O;;01x1;MP LIBELICE;25;1;22;2;0;0;0;0;865
R3;700;1272;SL.KONJICE-OPLOTNICA;0;6.750;330;O;;02x4;OPLOTNICA 2;2.527;11;2.365;33;60;34;16;8;866
R3;700;1273;OPLOTNICA-LOZNICA;0;9.450;331;O;;x;OPLOTNICA 3;2.000;5;1.770;23;37;122;27;16;867
R3;701;1270;RUTA-LOVRENC;0;13.400;328;O;;01x1;PUSCAVA;2.745;4;2.509;34;92;65;11;30;868
R3;701;1270;LOVRENC-PESEK;13.400;18.400;327;P;;;;306;0;299;0;4;3;0;0;868
R3;701;1430;PESEK-ROGLA;0;3.500;327;O;;02x4;PESEK;349;0;331;7;11;0;0;0;869
R3;701;1430;ROGLA-BOHARINA;3.500;17.000;704;P;;;;300;1;271;4;14;7;2;1;869
R3;701;1430;BOHARINA-ZRECE;17.000;21.400;704;O;;99x1;ZRECE;3.000;8;2.712;46;134;70;26;4;869
R3;702;2703;DRAVOGRAD-TRBONJE;0;8.070;483;O;;00x4;TRBONJE 1;286;4;252;4;14;2;0;10;870
R3;702;2704;TRBONJE-DRAVCE;0;11.370;484;O;;00x4;TRBONJE 2;720;4;664;3;28;11;8;2;871
R3;702;2704;DRAVCE-VUHRED;11.370;13.300;485;O;;00x4;TRBONJE 3;1.000;6;920;7;42;15;8;2;871
R3;703;6307;MUTA;0;830;482;P;;;;1.600;0;1.579;0;0;7;7;7;872
R3;703;6304;MUTA-GORTINA;0;1.610;482;P;;;;1.200;0;1.185;0;0;5;5;5;873
R3;703;6303;GORTINA-BISTRISKI JAREK;0;6.330;482;O;;x;MUTA;450;0;444;0;0;2;2;2;874
R3;704;1353;RADLJE-RIBNICA;0;12.300;378;O;;00x4;VUHRED;660;2;617;12;15;7;5;2;875
R3;704;1355;RIBNICA-BREZNO;0;10.440;379;O;;01x1;PODVELKA;2.085;4;1.925;13;91;36;3;13;876
R3;705;1432;RUSE-PUSCAVA;0;10.100;705;O;;99x4;FALA;1.700;3;1.591;17;49;19;10;11;877
R3;706;6301;OZBALT-ZG. KAPLA;0;14.230;486;O;;97x1;OZBALT;150;0;138;2;3;7;0;0;878
R3;706;8802;HAJDICEV MLIN-GRADISCE;0;2.400;486;P;;;;100;0;93;0;2;5;0;0;879
R3;707;8801;SP.SELNICA-DUH NA OSTREM VRHU;0;13.000;486;P;;;;100;0;93;0;2;5;0;0;880
R3;708;1330;ZG.KUNGOTA-PLAC;0;5.480;429;P;;;;100;0;94;1;3;1;1;0;881
R3;709;8614;MB(PODBREZJE)-MALECNIK;0;2.300;342;P;;;;6.000;9;5.598;51;274;17;51;0;882
R3;709;8614;MALECNIK-PERNICA;2.300;8.355;488;O;;99x1;ZG. KORENA;1.000;1;932;9;46;3;9;0;882
R3;710;1292;MARIBOR-DVORJANE;0;11.965;342;O;QLD6;99x1;DOGOSE;10.482;36;9.842;92;308;128;56;20;883
R3;710;1292;DVORJANE-PTUJ;11.965;24.875;438;O;QLD3;99x1;VURBERK;3.183;15;2.973;14;101;58;11;11;883
R3;711;9006;FRAM-RACE;0;2.312;495;P;;;;2.000;16;1.838;40;60;26;20;0;885
R3;711;9014;RACE;0;550;495;P;;;;1.600;13;1.470;32;48;21;16;0;886
R3;711;9013;RACE-KUNGOTA-KIDRICEVO;0;10.830;311;O;;02x4;BRUNSVIK;2.269;9;2.105;4;118;25;6;2;887
R3;712;1331;ZIHLAVA-GABERNIK;0;13.000;363;P;;;;500;3;448;4;23;14;4;4;889
R3;712;1331;GABERNIK-ROGOZNICA(PTUJ);13.000;21.035;363;O;;02x4;PACINJE;2.868;15;2.508;21;178;77;32;37;889
R3;713;4910;LJUTOMER-SAVCI-PTUJ;0;31.230;733;O;;02x4;SAVCI;940;5;863;12;46;12;1;1;890
R3;714;1293;VIDEM-RADENCI;0;10.353;343;O;;02x4;OKOSLAVCI;940;7;845;16;58;10;3;1;891
R3;715;5645;M.SOBOTA-LEMERJE;0;8.500;490;O;;02x4;LEMERJE 3;814;1;747;3;40;16;3;4;892
R3;715;5645;LEMERJE-SKAKOVCI;8.500;14.395;491;O;;02x4;LEMERJE 2;2.271;2;2.074;27;109;38;14;7;892
R3;716;5637;LEMERJE-GRAD;0;11.210;489;O;;02x4;LEMERJE 1;1.762;2;1.608;26;87;26;9;4;893
R3;716;5640;GRAD;0;1.450;489;P;;;;600;4;547;10;18;19;2;0;894
R3;716;5630;GRAD-KUZMA;0;4.585;489;P;;;;500;3;456;8;15;16;2;0;895
R3;717;1297;CANKOVA;0;822;666;P;;;;600;4;586;0;8;2;0;0;896
R3;717;5614;CANKOVA-GERLINCI;0;5.200;489;P;;;;150;1;137;2;4;5;1;0;897
R3;717;5615;KOROVCI;0;420;524;P;;;;50;0;50;0;0;0;0;0;898
R3;717;5616;GERLINCI;0;355;524;P;;;;50;0;50;0;0;0;0;0;899
R3;718;5620;PERTOCA-FIKSINCI;0;4.688;489;P;;;;50;0;45;1;2;2;0;0;900
R3;718;5619;FIKSINCI;0;984;489;P;;;;21;0;19;0;1;1;0;0;901
R3;719;5621;ROGASOVCI-KRAMAROVCI;0;2.953;489;P;;;;50;0;45;1;2;2;0;0;902
