Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Tip pr. odseka;Tip avt. števca;Leto roč. (avt.) štetja;Ime števnega mesta;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lahka tov. < 3t;Sr. tov.  3-7t;Tež. tov. nad 7t;Tov. s prik.;
R2;409;0304;PLANINA-RAVBARKOMANDA;0;7.230;612;O;QLD6; ;Ravbarkomanda;3.126;108;2.607;31;168;71;51;90;
R2;409;0305;RAVBARKOMANDA-PO(R913);0;3.000;612;P; ; ; ;5.600;100;5.040;35;180;99;65;81;
R2;409;0305;PO(R913)-POSTOJNA;3.000;4.360;612;P; ; ; ;12.100;111;11.055;45;379;234;142;134;
R2;409;0306;POSTOJNA-RAZDRTO;0;10.980;76;O;QLD6; ;Postojna;6.693;101;5.495;63;313;161;127;433;
R2;409;0307;RAZDRTO-SENOŽEČE;0;6.530;22;O;;01x1;Senožeče;3.800;81;2.994;35;163;137;94;296;
R2;409;0308;SENOŽEČE-DIVAČA;0;8.140;77;O;QLD3; ;Divača;3.049;88;2.207;29;200;89;100;336;
R2;409;0309;DIVAČA-MATAVUN;0;1.940;684;O;QLD6; ;Škocjan;5.518;114;4.323;44;346;154;141;396;
R2;409;0310;MATAVUN-KOZINA;0;7.275;78;O;;00x1;Kačiče;4.600;94;3.298;41;377;332;128;330;
R2;409;0311;KOZINA - KLANEC;0;3.768;78;P; ; ; ;5.100;84;4.114;52;220;265;160;205;
R2;410;1133;BISTRICA-TRŽIČ;0;320;258;P; ; ; ;6.000;32;5.568;53;218;101;24;4;
R2;410;1134;TRŽIČ-GOLNIK;0;6.500;258;P; ; ; ;2.000;11;1.779;18;73;94;24;1;
R2;410;1134;GOLNIK-KOKRICA;6.500;13.671;258;O;QLD3; ;Tenetiše;3.930;23;3.644;25;179;30;24;5;
R2;410;1135;KOKRICA-KRANJ;0;2.234;258;P; ; ; ;8.000;44;7.421;71;292;136;31;5;
R2;411;1471;KRANJ Z - POLICA;0;733;718;P; ; ; ;17.800;122;15.865;190;904;462;95;162;
R2;411;1428;POLICA-NAKLO(MARINŠEK);0;1.900;51;O;;04x4;Naklo - Marinšek;8.764;61;7.687;99;482;228;148;59;
R2;411;1428;NAKLO(MARINŠEK)-PODTABOR;1.900;7.160;708;O;;03x1;Podbrezje;4.700;48;4.015;53;203;122;155;104;
R2;411;1429;GOBOVCE-ČRNIVEC;0;6.163;707;O;; ;Dobro Polje;1.500;26;1.368;31;53;15;6;1;
R2;412;1454;POLICA-KR(KIDRIČEVA);0;2.035;718;O;QLD6; ;KR Zlato polje;18.522;66;16.743;190;812;294;206;211;
R2;412;0359;KRANJ(KIDRIČEVA - ISKRA);0;1.559;717;O;QLD6; ;KR Sejem;18.319;50;16.807;38;730;268;225;201;
R2;412;0210;KR(ISKRA-LABORE);0;1.450;716;O;QLD6; ;KR Labore;19.803;65;17.896;283;815;297;200;247;
R2;413;4704;MEDVODE-ZBILJE;0;1.215;228;P; ; ; ;5.200;31;4.643;48;277;126;29;46;
R2;413;1079;ZBILJE-VODICE;0;7.386;228;O;;99x4;Vodice 1;5.000;33;4.483;46;266;100;28;44;
R2;413;1080;VODICE-MOSTE;0;4.350;229;O;QLD3; ;Žeje;4.204;17;3.725;6;274;73;68;41;
R2;413;1081;MOSTE-DUPLICA;0;4.120;230;O;QLD3; ;Križ;7.927;26;7.060;28;530;153;77;53;
R2;414;1349;KAMNIK-LOČICA;0;28.318;376;O;QLD3; ;Laze;4.587;31;3.932;31;371;91;70;61;
R2;415;1216;ŽELODNIK-KRTINA;0;1.000;72;P; ; ; ;6.200;17;5.615;46;219;41;209;53;
R2;415;1216;KRTINA-MORAVČE;1.000;9.000;304;O;QLD6; ;Krtina;6.706;26;6.121;40;315;84;56;64;
R2;415;1216;MORAVČE-DRTIJA;9.000;11.080;304;P; ; ; ;2.500;20;2.322;17;70;35;12;24;
R2;415;1217;DRTIJA-IZLAKE;0;15.089;305;O;SBH; ;Vidrga;2.403;18;2.218;17;66;43;14;27;
R2;416;1346;LITIJA-ŠMARTNO;0;2.670;391;O;Prazno;03 QLD6;Litija;2.800;17;2.483;9;126;86;54;25;
R2;416;1165;ŠMARTNO PRI LITIJI;0;260;437;P; ; ; ;5.000;18;4.641;10;153;92;66;20;
R2;416;1347;ŠMARTNO-RADOHOVA VAS;0;14.746;375;O;;04x1;Črni Potok;1.157;7;1.038;8;62;26;7;9;
R2;416;1425;GRM;0;750;289;P; ; ; ;3.500;9;2.706;15;400;170;90;110;
R2;416;1348;GRM-BIČ;0;2.951;289;P; ; ; ;3.000;7;2.228;15;400;160;90;100;
R2;417;1190;ŠMARTNO/LITIJI-M.KOSTREVICA;0;1.500;284;O;;04x1;Šmartno;2.220;2;2.077;5;62;38;17;19;
R2;417;1190;M. KOSTREVICA-VEL. REKA;1.500;8.509;284;P; ; ; ;1.700;3;1.643;5;19;28;2;0;
R2;417;1187;VEL.REKA-MORAVČE;0;6.310;282;O;;02x4;Moravče;800;8;736;3;34;13;5;1;
R2;417;4326;MORAVČE-TIHABOJ-MIRNA;0;11.922;182;O;;01x1;Tihaboj;370;1;320;8;34;5;1;1;
R2;418;1199;MOKRONOG-ZBURE;0;10.475;291;P; ; ; ;1.000;6;820;21;60;26;32;35;
R2;418;1200;ZBURE-ŠKOCJAN;0;3.940;291;O;;03x4;Škocjan 1;1.200;11;999;20;83;33;29;25;
R2;418;1201;ŠKOCJAN-DOBRUŠKA VAS;0;2.975;293;P; ; ; ;1.500;6;1.401;9;39;25;16;4;
R2;419;1203;SOTESKA-NOVO MESTO;0;14.471;294;O;QLD6; ;Potok;6.291;22;5.813;51;228;74;40;63;
R2;419;1204;NOVO MESTO-ŠENTJERNEJ;0;15.626;295;O;QLD3; ;Mokro Polje;3.478;33;3.065;48;155;80;47;50;
R2;419;1205;ŠENTJERNEJ-KOSTANJEVICA;0;7.000;683;O;QLD3; ;Šentjernej;3.807;24;3.495;29;159;48;33;19;
R2;419;1205;KOSTANJEVICA-KRIŽAJ;7.000;11.325;296;O;;03x4;Križaj 1;3.000;28;2.645;45;195;51;21;15;
R2;419;1206;KRIŽAJ-ČATEŽ OB SAVI;0;12.868;297;O;QLD3; ;Župeča vas;2.768;25;2.472;29;132;58;34;18;
R2;420;1335;BREŽICE-DOBOVA;0;4.500;368;O;;00x1;Mostec;2.800;15;2.404;16;200;100;50;15;
R2;420;1335;DOBOVA-M.P. RIGONCE;4.500;6.688;676;O;QLD3; ;MP Rigonce;1.028;2;944;7;34;22;11;8;
R2;421;2506;RUČETNA VAS-ŠTREKLJEVEC;0;7.209;280;P; ; ; ;1.800;11;1.597;17;72;60;13;30;
R2;421;2507;ŠTREKLJEVEC-JUGORJE;0;5.890;469;O;;04x1;Jugorje;828;0;702;6;48;43;2;27;
R2;422;1333;PODSREDA-VELIKI KAMEN;0;7.000;365;O;SBH; ;Koprivnica;1.450;5;1.215;37;117;39;15;22;
R2;422;1333;VELIKI KAMEN-BRESTANICA;7.000;16.154;364;O;QLD6;x;Senovo;5.040;16;4.644;37;186;57;50;50;
R2;423;1226;ŠENTJUR-ČRNOLICA;0;2.330;313;P; ; ; ;4.500;33;3.940;82;251;139;31;24;
R2;423;1281;ČRNOLICA-LESIČNO;0;18.149;271;O;;01x1;Žegar;1.100;24;934;25;68;41;4;4;
R2;423;1282;PILŠTAJN-PODSREDA;0;10.020;333;O;SBH; ;Kozje;1.270;5;1.132;31;62;29;11;0;
R2;423;1283;PODSREDA-BISTRICA;0;6.720;335;O;;00x1;Podsreda 2;1.000;6;831;37;48;36;19;23;
R2;423;1243;BISTRICA OB SOTLI-M.P.BISTRICA;0;1.050;411;O;QLD6; ;MP Bistrica;539;1;427;2;24;14;12;59;
R2;424;1166;BOŠTANJ-OREŠJE/SEVNICI;0;5.700;272;O;SBH ; ;Sevnica;1.694;0;1.540;10;66;58;8;12;
R2;424;1166;OREŠJE/SEVNICI-PLANINA;5.700;21.006;186;O;;01x1;Dobropolje;520;5;462;1;37;10;4;1;
R2;424;1170;PLANINA-DEŽNO;0;1.115;313;P; ; ; ;350;3;306;6;20;11;2;2;
R2;424;1225;DEŽNO-ČRNOLICA;0;11.800;313;O;;01x1;Dobje;1.600;12;1.400;29;89;50;11;9;
R2;425;1265;POLJANA-ČRNA;0;12.500;323;O;;00x4;Poljana 1;5.000;11;4.487;73;221;114;51;43;
R2;425;1265;ČRNA-ŠENTVID;12.500;23.786;324;P; ; ; ;250;1;231;3;8;6;1;0;
R2;425;1266;ŠENTVID-ŠOŠTANJ;0;16.605;324;O;;04x4;Šentvid;826;3;760;6;29;19;5;4;
R2;425;1267;ŠOŠTANJ-PESJE;0;1.835;167;O;QLD3; ;Šoštanj;11.363;32;10.375;131;450;182;113;80;
R2;425;1419;PESJE-VELENJE;0;3.790;166;O;QLD6; ;Pesje;11.791;38;10.597;168;512;200;148;128;
R2;426;1269;PESJE-GORENJE;0;6.100;168;O;QLD6; ;Lokovica;6.235;31;5.610;35;270;127;70;92;
R2;426;7949;GORENJE - REČICA - LETUŠ;0;5.795;176;O;;04x4;Rečica ob Paki;2.787;17;2.384;28;170;108;34;46;
R2;427;1351;LATKOVA VAS-PREBOLD;0;3.000;326;P; ; ; ;3.000;12;2.664;16;124;112;48;24;
R2;427;1351;PREBOLD-SPODNJE GABRSKO;3.000;17.800;439;O;;04x4;Zgornje Gabrsko;1.183;10;1.097;9;41;15;8;3;
R2;427;1351;SPODNJE GABRSKO-TRBOVLJE;17.800;19.617;439;P; ; ; ;6.000;25;5.672;76;111;47;47;22;
R2;428;1249;RADMIRJE-LUČE;0;12.165;202;O;QLD6; ;Ljubno;1.960;21;1.741;14;100;33;35;16;
R2;428;1250;LUČE-SESTRE LOGAR;0;13.800;201;O;SBH; ;Robanov Kot;717;35;663;5;5;5;4;0;
R2;428;1252;S.LOGAR-PAVLIČEVO SEDLO;0;7.453;202;P; ; ; ;30;2;26;1;1;0;0;0;
R2;429;1245;VIŠNJA VAS-STRMEC;0;1.600;321;O;;99x1;Tabor;3.500;21;3.203;23;154;62;22;15;
R2;429;1245;STRMEC-DOBRNA;1.600;7.520;348;O;QLD6; ;Lemberg;3.512;26;3.171;38;163;64;33;17;
R2;429;1154;ODCEP V DOBRNO;0;1.695;320;P; ; ; ;2.600;12;2.371;16;122;52;17;10;
R2;429;1422;DOBRNA-ČRNOVA;0;3.400;320;O;;04x4;Črnova 2;3.218;20;2.845;17;205;87;29;15;
R2;430;0273;MARIBOR(PTUJSKA)-HOČE;0;4.860;840;P; ; ; ;33.000;60;28.168;222;1.700;450;500;1.900;
R2;430;0381;HOČE - SLIVNICA;0;965;17;O;QLD6; ;Hoče;30.240;62;25.694;204;1.472;432;488;1.888;
R2;430;0274;SLIVNICA-SL.BISTRICA;0;13.060;38;O;;00x1;Zgornja Polskava;6.200;31;5.558;105;285;161;34;26;
R2;430;1452;SL.BISTRICA-DEVINA;0;1.430;642;P; ; ; ;2.700;10;2.293;12;145;135;48;57;
R2;430;0275;SL.BISTRICA;0;2.500;38;P; ; ; ;11.500;59;10.366;133;530;300;64;48;
R2;430;0276; SL.BISTRICA-LOŽNICA;0;1.593;608;P; ; ; ;7.100;26;6.056;104;436;218;140;120;
R2;430;0277;LOŽNICA-TEPANJE;0;7.820;608;O;QLD6; ;Vrhole;6.618;44;5.614;47;417;189;169;138;
R2;430;0278;TEPANJE-SL.KONJICE;0;3.154;608;P; ; ; ;5.300;19;4.495;76;360;154;103;93;
R2;430;0279;SL.KONJICE;0;815;67;P; ; ; ;11.300;60;9.561;164;802;458;153;102;
R2;430;0280;SL.KONJICE-DOBRAVA;0;3.000;49;O;QLD6;x;Zeče 2;12.351;56;10.979;131;620;266;172;127;
R2;430;0280;DOBRAVA-STRANICE;3.000;5.160;56;O;QLD6; ;Zeče;9.572;53;8.375;87;546;237;160;114;
R2;430;0281;STRANICE-VIŠNJA VAS;0;10.200;67;O;;04x4;Frankolovo;7.756;49;6.590;76;559;320;71;91;
R2;430;0282;VIŠNJA VAS-CELJE(AC);0;6.100;68;O;QLD6; ;Vojnik;15.390;65;13.935;132;718;250;179;111;
R2;430;0282;CELJE(AC)-CELJE;6.100;8.042;68;P; ; ; ;26.500;52;24.052;272;1.157;548;243;176;
R2;431;1350;ZG.DOLIČ-STRANICE;0;18.621;377;O;QLD6; ;Vitanje;2.352;19;2.062;26;132;56;36;21;
R2;432;1440;MEJA HRVAŠKA-ROGATEC;0;180;414;O;QLD3; ;MP Rogatec;1.685;0;1.599;0;0;86;0;0;
R2;432;1284;ROGATEC-MAJŠPERK;0;15.845;336;O;;00x4;Dragajna;900;2;799;21;45;26;5;2;
R2;432;1411;MAJŠPERK;0;480;318;P; ; ; ;3.100;16;2.677;65;109;160;65;8;
R2;432;1285;MAJŠPERK-HAJDINA;0;11.613;441;O;Prazno;03 QLD6;Lovrenc;4.550;54;4.135;42;152;68;53;46;
R2;433;1288;LENART-TRATE;0;15.950;339;O;;02x4;Žerjavci;3.500;11;3.256;22;115;51;27;18;
R2;433;1289;TRATE-MOST ČEZ MURO;0;2.120;144;O;SBH; ;MP Trate;1.817;11;1.760;0;43;3;0;0;
R2;434;1352;RADLJE-M.P.RADLJE;0;5.860;668;O;SBH; ;MP Radelj;539;14;522;1;0;1;0;1;
R2;435;1431;MARIBOR-RUŠE;0;9.163;706;O;QLD3; ;Laznica;9.050;35;8.342;56;365;123;62;67;
R2;435;1439;RUŠE-SELNICA;0;3.297;710;O;;04x4;Selnica ;5.206;27;4.710;23;226;84;94;42;
R2;436;1328;POČEHOVA-ZG.KUNGOTA;0;6.870;429;O;QLD3; ;Zgornja Kungota;3.858;20;3.480;26;126;98;78;30;
R2;436;1329;ZG.KUNGOTA-JURIJ;0;5.565;553;O;SBH; ;MP Jurij;404;5;390;3;5;1;0;0;
R2;437;0267;MP ŠENTILJ-ŠENTILJ;0;1.620;664;O;QLD6; ;MP Šentilj SC;4.776;26;3.358;24;191;122;114;941;
R2;437;0268;ŠENTILJ-PESNICA;0;10.432;628;O;QLD6; ;Ranca;6.827;38;6.161;51;325;123;74;55;
R2;438;1306;ŠENTILJ-TRATE;0;13.409;350;O;QLD6; ;Selnica ob Muri;1.443;13;1.220;33;58;23;22;74;
R2;438;1307;TRATE-GORNJA RADGONA;0;15.579;361;O;QLD6; ;Apače;2.752;22;2.518;35;94;33;30;20;
R2;439;1299;KOBILJE-DOBROVNIK;0;7.730;493;O;;01x1;Kobilje;900;0;803;15;48;26;8;0;
R2;439;1300;DOBROVNIK-RENKOVCI;0;4.230;346;P; ; ; ;1.550;8;1.414;19;59;40;9;1;
R2;439;1301;RENKOVCI-BELTINCI;0;6.521;346;O;;02x4;Renkovci;1.600;8;1.462;16;58;30;17;9;
R2;439;1302;BRATONCI-DOKLEŽOVJE;0;3.800;347;P; ; ; ;1.500;11;1.201;18;100;70;50;50;
R2;439;1302;DOKLEŽOVJE-KRIŽEVCI;3.800;9.600;347;O;QLD3; ;Dokležovje;4.399;27;3.883;32;227;91;70;69;
R2;439;1303;KRIŽEVCI-ŽIHLAVA;0;11.630;357;O;;02x4;Berkovci;1.700;4;1.407;9;154;63;38;25;
R2;439;1304;ŽIHLAVA-VIDEM;0;2.950;347;P; ; ; ;1.500;3;1.315;12;70;50;30;20;
R2;439;1305;VIDEM-SENARSKA;0;13.723;349;O;;02x4;Kraljevci;1.950;7;1.757;20;105;37;17;7;
R2;440;1294;PETANJCI-GEDEROVCI;0;3.301;443;O;;01x1;Sodišinci;1.900;8;1.697;13;125;38;10;9;
R2;440;1295;GEREDOVCI-CANKOVA;0;6.080;444;O;;01x1;Krajna;3.200;13;2.900;41;145;48;34;19;
R2;440;1296;CANKOVA-VEČESLAVCI;0;8.500;344;O;QLD3; ;Cankova;3.114;10;2.977;9;19;64;19;16;
R2;440;1296;VEČESLAVCI-SOTINA;8.500;15.200;681;O;Prazno;04x1;Sotina;1.365;1;1.216;32;89;15;9;3;
R2;440;1296;SOTINA-MP KUZMA;15.200;16.025;666;O;SBH; ;MP Kuzma;961;6;942;1;10;2;0;0;
R2;441;1298;MURSKA SOBOTA;0;1.000;345;P; ; ; ;11.500;35;10.978;70;290;70;40;17;
R2;441;1298;MURSKA SOBOTA-VEŠČICA;1.000;4.000;345;O;QLD6;97x1;Černelavci;8.991;6;8.557;69;242;49;47;21;
R2;441;1298;VEŠČICA-GEDEROVCI;4.000;10.200;334;O;QLD6;04x1;Gederovci;4.784;18;4.532;34;127;29;28;16;
R2;441;1298;GEDEROVCI-MP GEDEROVCI;10.200;10.931;142;O;QLD3; ;MP Gederovci;3.015;7;2.945;13;50;0;0;0;
R2;442;1318;MARTJANCI-DOBROVNIK;0;13.831;494;O;QLD3; ;Filovci;2.094;20;1.958;5;12;66;27;6;
R2;442;1319;DOBROVNIK-DOLGA VAS;0;10.125;358;O;;02x4;Genterovci;3.200;18;2.955;37;120;43;16;11;
R2;443;0323;DOL.LAKOŠ-LENDAVA;0;1.700;89;P; ; ; ;8.000;27;7.639;44;150;50;40;50;
R2;443;1320;LENDAVA-DOLINA;0;6.000;675;P; ; ; ;1.600;12;1.560;5;19;4;0;0;
R2;443;1320;DOLINA-MP PINCE;6.000;7.650;675;O;SBH; ;MP Pince;441;0;441;0;0;0;0;0;
R2;444;1451;RAZDRTO;0;1.864;22;P; ; ; ;1.200;26;971;22;54;44;43;40;
R2;444;1473;VIPAVA;0;1.400;81;P; ; ; ;5.000;16;4.798;16;70;40;25;35;
R2;444;1473;VIPAVA-AJDOVŠČINA;1.400;7.040;81;P; ; ; ;10.000;13;9.771;27;100;39;20;30;
R2;444;0387;AJDOVŠČINA (OBVOZNICA);0;1.960;427;P; ; ; ;3.000;15;2.808;0;69;57;16;35;
R2;444;0346;AJDOVŠČINA-SELO;0;8.550;688;O;QLD6; ;Ajdovščina 2;6.095;59;5.646;57;217;68;30;18;
R2;444;0347;SELO-TRI HIŠE;0;8.600;81;O;QLD6; ;Ozeljan;5.160;40;4.797;41;186;62;22;12;
R2;444;0347;TRI HIŠE-AJŠEVICA;8.600;10.600;209;P; ; ; ;12.000;29;10.920;37;496;253;107;158;
R2;444;0347;AJŠEVICA - NOVA GORICA;10.600;15.350;81;P; ; ; ;2.600;13;2.433;28;74;38;7;7;
R2;444;0365;NOVA GORICA;0;690;81;P; ; ; ;7.100;35;6.648;74;204;104;17;18;
R2;444;0348;NOVA GORICA-MP ROŽNA DOLINA;0;130;654;O;QLD3; ;MP Rožna Dolina;6.006;44;5.891;5;61;5;0;0;
R2;445;0349;SENOŽEČE-SEŽANA;0;14.185;613;O;QLD6;03x1;Štorje;3.358;19;2.981;23;159;53;55;68;
R2;445;0350;SEŽANA-FERNETIČI;0;2.500;613;P; ; ; ;2.200;8;1.988;20;85;49;26;24;
R2;445;0350;FERNETIČI-MP FERNETIČI;2.500;2.928;613;P; ; ; ;2.100;8;1.898;18;81;47;26;22;
R2;446;1016;SEŽANA-DIVAČA;0;9.770;206;O;QLD6;03x1;Sežana;4.574;47;4.151;21;198;72;41;44;
R2;447;0287;ARJA VAS-ŽALEC;0;1.550;69;P; ; ; ;9.800;35;8.781;139;429;281;55;80;
R2;447;0367;ŽALEC-ŠEMPETER;0;5.839;609;O;QLD6; ;Šempeter;13.780;70;12.636;111;614;173;122;54;
R2;447;0288;ŠEMPETER-LATKOVA VAS;0;591;609;P; ; ; ;8.000;70;6.901;100;608;170;101;50;
R2;447;0289;LATKOVA VAS-ŠENTRUPERT;0;1.420;609;P; ; ; ;7.800;70;6.523;81;697;232;116;81;
R2;447;0290;ŠENTRUPERT-VRANSKO;0;9.000;64;O;QLD6; ;Tabor;9.955;66;8.156;66;940;302;285;140;
R2;447;0290;VRANSKO-LOČICA;9.000;11.905;64;P; ; ; ;4.100;29;3.332;31;386;144;114;64;
R2;447;0291;LOČICA-TROJANE;0;6.066;71;O;;01x1;Trojane 1;1.000;20;806;13;80;51;20;10;
R2;447;1478;BLAGOVICA-KOMPOLJE;0;5.386;332;P; ; ; ;7.800;25;6.660;93;439;244;135;204;
R2;447;1477;KOMPOLJE-ŽELODNIK;0;7.099;332;O;QLD6;04x1;Šentvid;10.103;42;7.855;102;672;412;347;673;
R2;447;0293;ŽELODNIK-DOMŽALE;0;4.285;610;O;QLD6; ;Želodnik;9.676;38;8.292;105;536;231;218;256;
R2;447;0294;DOMŽALE-TRZIN;0;2.603;610;P; ; ; ;15.200;33;13.189;148;930;350;250;300;
R2;450;1404;HOČE-LETALIŠČE MARIBOR;0;4.460;733;P; ; ; ;1.500;10;1.390;20;39;31;5;5;
R3;601;7507;BORJANA-ROBIDIŠČE;0;9.832;93;P; ; ; ;35;1;29;0;3;1;1;0;
R3;602;1032;STARO SELO-BREGINJ-MOST;0;16.725;93;O;;04x4;Staro selo - Breginj;810;8;720;6;41;20;14;1;
R3;603;1041;MOST NA SOČI-UŠNIK;0;4.271;616;P; ; ; ;1.000;11;822;7;58;52;30;20;
R3;604;5701;ROČINJ-LIG;0;9.995;455;P; ; ; ;42;2;34;1;4;1;0;0;
R3;605;5702;KAMBREŠKO-KUŠČAR-LIVEK;0;19.538;455;P; ; ; ;23;2;17;1;2;1;0;0;
R3;606;5703;KANAL-LIG-MIŠČEK-NEBLO;0;35.376;455;O;;03x4;Kanal;330;2;307;1;16;3;1;0;
R3;607;5723;PREVAL-GRGAR-ČEPOVAN;0;14.133;98;O;;04x4;Grgar;535;6;486;2;28;10;2;1;
R3;608;1067;SOLKAN-GRGAR;0;3.000;225;P; ; ; ;1.800;36;1.666;8;40;25;20;5;
R3;608;1067;GRGAR-LOKVE;3.000;19.400;225;O;;03x4;Solkan - Lokve;1.100;9;1.035;3;32;12;5;4;
R3;608;1065;LOKVE-ČEPOVAN;0;5.440;224;O;;03x4;Lokve;70;6;62;0;1;1;0;0;
R3;608;1068;ČEPOVAN-DOL.TREBUŠA;0;10.870;449;O;;03x4;Dolenja Trebuša 2;280;8;250;0;17;2;2;1;
R3;609;2117;AJDOVŠČINA-LOKAV.-PREDMEJA;0;11.622;456;O;;01x4;Lokavec;920;11;848;2;37;14;6;2;
R3;609;1064;PREDMEJA-LOKVE;0;11.575;224;P; ; ; ;120;20;86;1;4;9;0;0;
R3;609;1066;ČEPOVAN-MOST NA SOČI;0;13.220;224;P; ; ; ;160;25;111;2;10;12;0;0;
R3;610;1370;D.TREBUŠA-SP.IDRIJA;0;21.990;390;O;;03x4;Dolenja Trebuša;150;1;144;0;4;0;1;0;
R3;610;1371;PEČNIK(MAROF)-ŽIRI;0;10.546;394;P; ; ; ;500;8;438;9;24;8;8;5;
R3;611;1024;DORNBERK-SELO;0;5.150;208;O;;03x1;Selo;1.900;8;1.650;25;132;51;19;15;
R3;612;1042;PLAVE-GONJAČE;0;6.190;213;O;;04x4;Plave;611;9;544;2;39;14;3;0;
R3;613;1437;AJŠEVICA-KROMBERK;0;2.200;209;O;QLD6; ;Kromberk;15.749;43;14.579;39;590;200;114;184;
R3;613;1437;KROMBERK-NOVA GORICA;2.200;4.041;209;P; ; ; ;22.500;54;20.473;70;930;475;200;298;
R3;614;1046;ŠEMPETER-MIREN;0;5.536;214;O;;00x4;Miren;5.500;34;5.088;26;184;108;30;30;
R3;614;1047;MIREN-OPATJE SELO;0;7.771;214;P; ; ; ;740;5;685;3;24;15;4;4;
R3;614;1048;OPATJE SELO-KOMEN;0;14.885;215;O;;00x4;Kostanjevica;500;13;422;10;31;17;5;2;
R3;614;1049;KOMEN-ŠTANJEL;0;8.815;216;O;;01x4;Štanjel;900;14;793;7;49;25;7;5;
R3;614;1050;ŠTANJEL-MANČE;0;11.750;217;O;;01x4;Manče;1.000;9;904;4;51;21;9;2;
R3;615;5736;TRI HIŠE-PRIKLJUČEK VOGRSKO;0;2.850;252;O;QLD6; ;Vogrsko;7.469;22;6.480;19;412;157;165;214;
R3;615;5736;PRIKL.  VOGRSKO-VOLČJA DRAGA;2.850;6.257;252;P; ; ; ;3.900;16;3.366;59;271;110;39;39;
R3;615;5740;VOLČJA DRAGA-RENČE;0;3.200;208;P; ; ; ;4.000;30;3.407;50;281;157;55;20;
R3;615;5740;RENČE-KRIŽ. CIJAN;3.200;4.975;208;P; ; ; ;3.500;15;3.055;35;243;100;35;17;
R3;616;1056;GORJANSKO-KLARIČI;0;10.095;422;O;;01x4;Brestovica;290;3;260;2;19;5;1;0;
R3;617;1054;KOMEN-GORJANSKO;0;3.257;218;O;;00x4;Komen;1.200;14;1.096;6;53;21;9;1;
R3;617;1055;GORJANSKO-ŽEKENC;0;2.876;218;P; ; ; ;500;3;482;1;13;1;0;0;
R3;618;6807;BRANIK-KOMEN;0;7.725;457;O;;00x4;Tomačevica;800;12;721;1;38;21;7;0;
R3;618;6805;KOMEN -KRAJNA VAS;0;8.104;458;O;;00x4;Volčji Grad;1.000;10;906;6;46;27;5;0;
R3;618;6804;KRAJNA VAS-DUTOVLJE;0;2.320;458;P; ; ; ;900;9;814;5;42;25;5;0;
R3;619;1025;DUTOVLJE-REPENTABOR;0;5.422;419;O;;01x4;Dutovlje - Repentabor;1.450;10;1.318;5;63;23;29;2;
R3;620;6831;ŠTORJE-ŠTANJEL;0;11.249;453;O;;01x4;Ponikve;700;8;617;5;42;21;5;2;
R3;621;1412;KALCE-PODKRAJ;0;15.000;497;O;;03x4;Hrušica;1.100;9;954;3;91;31;6;6;
R3;621;1412;PODKRAJ-COL;15.000;19.927;497;P; ; ; ;1.200;11;1.014;5;105;49;8;8;
R3;622;6845;DIVAČA-GORIČE;0;3.850;59;O;;00x1;Vremski Britof 1;1.600;12;1.339;6;99;92;32;20;
R3;622;6848;GORIČE-KOŠANA-KAL;0;16.245;80;O;;04x1;Vremski Britof 2;534;0;468;1;42;13;5;5;
R3;623;3718;KASTELEC-PODGORJE;0;10.928;505;O;;04x1;Podgorje;401;4;372;3;16;3;1;2;
R3;624;3721;LOKA-PODPEČ-RAKITOVEC;0;15.513;501;O;;04x1;Rakitovec;31;2;27;1;0;1;0;0;
R3;625;1061;BERTOKI-DVORI;0;7.500;221;O;QLD6; ;Vrtine;4.520;19;4.247;14;149;66;23;2;
R3;625;1061;DVORI-GRAČIŠČE;7.500;14.408;221;P; ; ; ;560;4;524;1;21;3;7;0;
R3;626;3726;GRAČIŠČE-BREZOVICA;0;8.517;732;O;;04x1;Brezovica;81;1;80;0;0;0;0;0;
R3;627;3716;ČRNI KAL - OSP;0;4.590;505;P; ; ; ;300;1;287;6;6;0;0;0;
R3;628;1427;MLINI-SEČOVLJE;0;3.050;702;O;;02x4;Dragonja;2.900;39;2.609;19;165;52;15;1;
R3;629;1381;VALETA-PIRAN;0;866;120;P; ; ; ;11.100;30;10.450;30;292;191;58;49;
R3;629;1479;VALETA-BELI KRIŽ-PIRAN;0;2.863;120;P; ; ; ;5.500;15;5.174;16;145;96;29;25;
R3;630;1069;PREM-OBROV;0;18.596;226;O;;03x1;Prem;650;9;608;6;18;7;1;1;
R3;630;1070;OBROV-GOLAC;0;8.650;505;P; ; ; ;75;3;68;2;2;0;0;0;
R3;631;3223;STAROD-MEJA RH;0;3.130;505;P; ; ; ;15;0;15;0;0;0;0;0;
R3;632;1378;IL.BISTRICA-ZABIČE;0;9.570;396;O;;04x1;Vrbovo;1.488;10;1.394;8;61;7;3;5;
R3;632;1378;ZABIČE-NOVOKRAČINE;9.570;17.660;396;P; ; ; ;150;1;143;1;3;1;1;0;
R3;632;3224;JELŠANE-NOVOKRAČINE;0;3.441;505;P; ; ; ;150;1;143;3;3;0;0;0;
R3;633;1099;BITNJE-JEREKA;0;1.934;239;O;;04x4;Jereka;1.651;6;1.537;22;65;15;1;5;
